id,Acc,PPV(Precision),NPV,TPR(Recall),TNR,MCC,ROC AUC,STD,PR AUC,F1,FPR
7xpl_A,0.9306666666664185,0.9047619047575964,0.9322033898302452,0.44186046511525146,0.9939759036141584,0.6039701273645922,0.9633650779724121,0.18686318588437673,0.7829828858375549,0.59375,0.0060240963855403545
8bgu_A,0.8165938864625255,0.9999999999875,0.8099547511308552,0.15999999999967998,0.9999999999994414,0.3599899445553847,0.7843575477600098,0.15308129919934668,0.5904704928398132,0.27586206793785095,0.0
7xht_A,0.7341772151896876,0.6930693069300069,0.7482993197276366,0.4861111111107736,0.8764940239040333,0.400053159544001,0.8250470161437988,0.3183699134035533,0.726306676864624,0.5714285373687744,0.12350597609556833
7yex_A,0.9187499999994259,0.0,0.9187499999994259,0.0,0.9999999999993198,0.0,0.8396127820014954,0.040645868611952705,0.44233864545822144,0.0,0.0
8e87_A,0.8941176470586132,0.06818181818166322,0.9895013123356984,0.4285714285653061,0.9019138755978704,0.138070369502716,0.8973000645637512,0.25971945638830624,0.21242623031139374,0.11764706671237946,0.0980861244018904
7u0y_H,0.9372197309412839,0.799999999984,0.9403669724766329,0.23529411764567476,0.9951456310674781,0.4130496085151242,0.9366076588630676,0.13976699073669666,0.5769241452217102,0.3636363446712494,0.004854368932036479
8e8b_A,0.8964705882350832,0.04545454545444215,0.994750656167718,0.4999999999875,0.9002375296909976,0.12685279097495517,0.8951900005340576,0.2523883182866179,0.05277680605649948,0.0833333358168602,0.09976247030876491
7qr3_A,0.8021978021969206,0.9499999999952501,0.7605633802806189,0.5277777777763117,0.9818181818163967,0.6017476444726256,0.9454545378684998,0.3205691584478852,0.9275785088539124,0.6785714626312256,0.018181818181785124
7qr4_A,0.6813186813179326,0.9999999999875,0.6506024096377704,0.21621621621563183,0.9999999999981481,0.375061050061422,0.8420920968055725,0.23057880665964525,0.8351804614067078,0.35555556416511536,0.0
7tqb_H,0.9567307692303093,0.9999999999,0.9565217391299727,0.099999999999,0.999999999999495,0.30927685641349495,0.855555534362793,0.09295341820084464,0.3507218360900879,0.1818181872367859,0.0
7tqb_L,0.9675925925921447,0.0,0.9858490566033086,0.0,0.9812206572765347,-0.016301699785344584,0.7566510438919067,0.11878003577716588,0.03548223152756691,0.0,0.01877934272299588
7u0y_L,0.9716981132070889,0.0,0.9763033175350824,0.0,0.9951690821251231,-0.010699379742834443,0.8289855122566223,0.09551553618020939,0.07899492979049683,0.0,0.004830917874393802
7uj1_A,0.8432835820892376,0.2857142857136054,0.9469026548668377,0.4999999999979167,0.8770491803275094,0.29615540983855887,0.8443476557731628,0.2575936162398217,0.37554752826690674,0.3636363744735718,0.12295081967208077
7uo0_A,0.8571428571420918,0.7058823529391003,0.9230769230757396,0.7999999999973334,0.8780487804867341,0.6530429312690947,0.9221544861793518,0.36228012725636843,0.8126959800720215,0.7692307233810425,0.1219512195120464
7uo2_A,0.8749999999992187,0.6857142857123265,0.9610389610377129,0.8888888888855968,0.8705882352930934,0.7008525493284152,0.9023965001106262,0.36515757031492757,0.7321240305900574,0.7741935849189758,0.1294117647057301
7uo7_B,0.9462365591392763,0.6666666666444444,0.950819672130628,0.18181818181652892,0.9942857142851462,0.3297601401825337,0.8329870104789734,0.12511665106270764,0.37026962637901306,0.2857142984867096,0.0057142857142824495
7utn_D,0.7329974811081277,0.6880733944947816,0.7499999999997397,0.510204081632306,0.8639999999996545,0.4048812817047164,0.8249115943908691,0.3188725971708311,0.7054011821746826,0.5859375,0.1359999999999456
7uu3_A,0.9241192411921615,0.0,0.941988950275983,0.0,0.9798850574709829,-0.034159756018229126,0.46264368295669556,0.1142194376881601,0.05190694332122803,0.0,0.020114942528729852
7uu4_A,0.919571045576161,0.0,0.9270270270267765,0.0,0.9913294797684996,-0.025153799683028926,0.4771462082862854,0.10193141463511331,0.06572631746530533,0.0,0.008670520231211367
7uu5_A,0.926121372031418,0.0,0.9435483870965206,0.0,0.9804469273740278,-0.033223523096362506,0.3965815305709839,0.125468587159198,0.04465171694755554,0.0,0.019553072625692863
7uxa_A,0.8391304347822439,0.2424242424235078,0.9390862944157671,0.399999999998,0.8809523809519615,0.22582253539732802,0.8827381134033203,0.24330719061923528,0.48900797963142395,0.30188682675361633,0.11904761904756236
7uxa_B,0.9761904761897015,0.0,0.9919354838701678,0.0,0.9839999999992128,-0.011359236684934845,0.871999979019165,0.11737045435524035,0.05882352963089943,0.0,0.015999999999987198
7uxa_C,0.9099999999995451,0.2631578947354571,0.9779005524856477,0.5555555555493827,0.9267015706801431,0.3409577012075334,0.9013961553573608,0.22117124473467925,0.40158960223197937,0.3571428656578064,0.07329842931933335
7wju_A,0.7985257985256023,0.47169811320710214,0.9136212624581682,0.6578947368412396,0.8308157099695376,0.4339465453797492,0.8349300622940063,0.31760964077891474,0.5029927492141724,0.5573770403862,0.16918429003016036
7wkp_A,0.8742514970054646,0.8611111111087191,0.8778625954191773,0.659574468083703,0.9583333333325347,0.6757348727929927,0.9240248203277588,0.3357102974214823,0.8678181171417236,0.7469879388809204,0.04166666666663194
7wkv_A,0.9223744292233231,0.5789473684180056,0.9549999999995226,0.54999999999725,0.9597989949743921,0.5217334873194528,0.8702261447906494,0.2174004372277669,0.53620845079422,0.5641025900840759,0.04020100502510543
7wl0_A,0.9018691588780833,0.49999999999583333,0.9257425742569675,0.2857142857129252,0.9689119170979437,0.32924947237448793,0.8377745151519775,0.17421930615162276,0.43379563093185425,0.3636363744735718,0.0310880829015383
7x34_C,0.92999999999907,0.599999999988,0.9473684210516343,0.3749999999953125,0.978260869564154,0.4397315594695555,0.9510869383811951,0.1668171938428893,0.640413761138916,0.4615384638309479,0.021739130434758978
7xlt_H,0.9534883720925799,0.0,0.9534883720925799,0.0,0.9999999999995123,0.0,0.7129268050193787,0.07945091614641775,0.20635494589805603,0.0,0.0
7xlt_L,0.9722222222217721,0.0,0.9905660377353819,0.0,0.9813084112144947,-0.013279146932506593,0.6518691778182983,0.12623528849737492,0.01905352622270584,0.0,0.018691588785037995
7xpl_E,0.8874458874455033,0.599999999988,0.8938053097341179,0.1111111111106996,0.9901960784308872,0.22366499080176847,0.7942991852760315,0.12278344361506563,0.4285599887371063,0.1875,0.009803921568622646
7xwz_A,0.9017857142849091,0.0,0.9017857142849091,0.0,0.9999999999990099,0.0,0.9518451690673828,0.008912198630376494,0.5866883397102356,0.0,0.0
7yew_A,0.9187499999994259,0.0,0.9187499999994259,0.0,0.9999999999993198,0.0,0.8307169079780579,0.05825612500526397,0.4601138234138489,0.0,0.0
7yey_A,0.8827160493821712,0.51999999999792,0.9489051094883586,0.6499999999967501,0.9154929577458343,0.514939352999344,0.9216549396514893,0.24610910629539545,0.66971355676651,0.5777777433395386,0.08450704225346162
7ygh_A,0.8651685393253568,0.8333333333194445,0.8662790697669382,0.17857142857079084,0.9933333333326712,0.34679490131869806,0.7391666769981384,0.1398268298329808,0.49179062247276306,0.29411765933036804,0.006666666666662223
7ygl_A,0.8932584269657904,0.399999999992,0.9075144508665275,0.11111111111049383,0.9812499999993868,0.16853004588144072,0.6675347089767456,0.11236831575822051,0.2579312324523926,0.17391303181648254,0.018749999999988283
7yr6_E,0.5636363636353389,0.24999999999375,0.5882352941164937,0.04545454545433884,0.9090909090881543,-0.08574929257123214,0.668732762336731,0.19385740880733693,0.5345199108123779,0.07692307233810425,0.09090909090881542
7yr7_F,0.6727272727260496,0.9999999999,0.6666666666654321,0.05263157894709142,0.9999999999972222,0.18731716231624135,0.9086257219314575,0.12545913523053875,0.7990928888320923,0.09999999403953552,0.0
7z26_A,0.9266666666660489,0.6666666666592592,0.9432624113468489,0.42857142856836733,0.9779411764698692,0.4979396132006267,0.9600840210914612,0.21239858946181614,0.7532213926315308,0.5217391848564148,0.022058823529395546
7zap_A,0.7731958762878627,0.8749999999890625,0.7640449438193663,0.24999999999910716,0.9855072463753833,0.3879429275423122,0.8558488488197327,0.1974586644942399,0.7213146686553955,0.3888888955116272,0.014492753623167402
7zew_A,0.8547008547001241,0.8571428571306122,0.8545454545446777,0.2727272727260331,0.9894736842094848,0.43197842118107294,0.8877990245819092,0.15893998491071662,0.6864398121833801,0.4137931168079376,0.010526315789462604
7zex_A,0.8279569892464216,0.99999999999,0.807228915661678,0.3846153846139054,0.9999999999985074,0.5572007357050047,0.9316877126693726,0.22130696877256828,0.8701512217521667,0.555555522441864,0.0
7zhh_A,0.9269406392689832,0.49999999999375,0.9431279620848612,0.24999999999843753,0.9802955665019802,0.3194532908916564,0.8882389068603516,0.13266523381080397,0.45216935873031616,0.3333333432674408,0.019704433497527242
