id,Acc,PPV(Precision),NPV,TPR(Recall),TNR,MCC,ROC AUC,STD,PR AUC,F1,FPR
7u7s_A,0.9767441860462845,0.0,0.9767441860462845,0.0,0.999999999999762,0.0,0.814047634601593,0.023730456004931413,0.3239309787750244,0.0,0.0
5sei_A,0.9871794871791708,0.999999999975,0.9870129870126666,0.49999999999375,0.999999999999671,0.7025001733141683,0.9954769611358643,0.08618008834034753,0.8776785731315613,0.6666666865348816,0.0
7xht_A,0.9898734177212685,0.6666666666444444,0.992346938775257,0.399999999992,0.9974358974356418,0.5117769667553859,0.8833333253860474,0.06615631709899693,0.40264418721199036,0.5,0.0025641025641019066
8tit_C,0.9857142857138164,0.0,0.9857142857138164,0.0,0.9999999999995169,0.0,0.7914654016494751,0.020296048234443063,0.3567323386669159,0.0,0.0
5siq_A,0.9872204472840297,0.999999999975,0.9870550161809104,0.49999999999375,0.9999999999996722,0.7025151301506309,0.9934425950050354,0.09590416749547376,0.8484649062156677,0.6666666865348816,0.0
8ad3_A,0.9675090252704089,0.0,0.9675090252704089,0.0,0.999999999999627,0.0,0.5655058026313782,0.015450040836110828,0.04493742063641548,0.0,0.0
7trt_A,0.9949109414755738,0.0,0.9949109414755738,0.0,0.9999999999997443,0.0,0.5166240334510803,0.02539182585135287,0.009009009227156639,0.0,0.0
5sep_A,0.9807692307689164,0.24999999999375,0.9902597402594188,0.24999999999375,0.9902597402594188,0.24025974025972074,0.9797077775001526,0.08857766717791332,0.2973484992980957,0.25,0.009740259740256578
7qqa_A,0.9890109890106268,0.24999999999375,0.9999999999996283,0.9999999999,0.9889705882349306,0.497235001843929,0.9926470518112183,0.10799714397653767,0.3333333432674408,0.4000000059604645,0.011029411764701827
8a5d_V,0.9917127071820465,0.99999999995,0.9916666666663912,0.399999999992,0.9999999999997199,0.6298147875896506,0.9190475940704346,0.0686563299953398,0.47057679295539856,0.5714285969734192,0.0
5si8_A,0.9871794871791708,0.999999999975,0.9870129870126666,0.49999999999375,0.999999999999671,0.7025001733141683,0.9958881735801697,0.08972022063025428,0.8874008059501648,0.6666666865348816,0.0
5sg7_A,0.9903536977488777,0.99999999998,0.990196078431049,0.6249999999921875,0.99999999999967,0.7866845295412537,0.9938119053840637,0.08810166850498159,0.8503788113594055,0.7692307829856873,0.0
8av0_A,0.9661016949148449,0.0,0.9661016949148449,0.0,0.9999999999995615,0.0,0.5205591917037964,0.037304761382181036,0.03712892904877663,0.0,0.0
7yxg_B,0.9871794871791708,0.0,0.9871794871791708,0.0,0.9999999999996754,0.0,0.42126622796058655,0.02724733329437413,0.018861236050724983,0.0,0.0
8a21_A,0.9848484848482362,0.999999999975,0.9846938775507692,0.399999999996,0.999999999999741,0.6275966467567973,0.99170982837677,0.08240627455742665,0.875633955001831,0.5714285969734192,0.0
5siw_A,0.9871794871791708,0.999999999975,0.9870129870126666,0.49999999999375,0.999999999999671,0.7025001733141683,0.9954769611358643,0.08695621079274575,0.8776785731315613,0.6666666865348816,0.0
8e87_A,0.9788235294115344,0.9999999999,0.9787735849054295,0.099999999999,0.9999999999997591,0.31285357356205995,0.8712047934532166,0.03727159341798578,0.4471256732940674,0.1818181872367859,0.0
8g7i_A,0.9782608695645086,0.0,0.9782608695645086,0.0,0.9999999999992594,0.0,0.6012345552444458,0.05719184255614323,0.051533058285713196,0.0,0.0
7zy3_A,0.9831223628687835,0.0,0.9831223628687835,0.0,0.9999999999995709,0.0,0.9468883872032166,0.008210439750077448,0.17499999701976776,0.0,0.0
8gyx_B,0.9973684210523691,0.99999999998,0.9973333333330674,0.8333333333194445,0.9999999999997327,0.9116529554117785,0.9612299203872681,0.09814099331477115,0.8423423171043396,0.9090909361839294,0.0
