id,Acc,PPV(Precision),NPV,TPR(Recall),TNR,MCC,ROC AUC,STD,PR AUC,F1,FPR
8osx_A,0.9468438538202835,0.5333333333297777,0.9685314685311299,0.4705882352913495,0.975352112675713,0.4730769116936086,0.8792460560798645,0.16701652652624022,0.5518975257873535,0.5,0.024647887323934983
7uaa_A,0.9491017964069015,0.0,0.9723926380365115,0.0,0.9753846153843153,-0.026068483518225927,0.7529914379119873,0.12186787270711975,0.056801166385412216,0.0,0.02461538461537704
8dqj_D,0.9409594095937488,0.38461538461242606,0.96899224806164,0.38461538461242606,0.96899224806164,0.3536076326773896,0.81797856092453,0.17282073635823447,0.25604569911956787,0.38461539149284363,0.031007751937972478
8bms_B,0.943060498220305,0.5624999999964845,0.9660377358486921,0.4999999999972223,0.9733840304178809,0.500201283109462,0.8883607983589172,0.19205252635015937,0.5249967575073242,0.529411792755127,0.02661596958173893
7to3_C,0.9467787114843287,0.3478260869550095,0.9880239520955126,0.6666666666611111,0.9565217391301576,0.4574908200433189,0.9690821170806885,0.21155835720018995,0.40295547246932983,0.4571428596973419,0.043478260869552615
7tqd_C,0.9495798319325072,0.399999999998,0.982195845697038,0.5714285714244898,0.9650145772591939,0.45279834681827075,0.9697000980377197,0.1915323500361661,0.5324016213417053,0.47058823704719543,0.03498542274051458
7u6y_A,0.9658385093164703,0.0,0.9749216300937383,0.0,0.990445859872296,-0.015479091066595526,0.46616241335868835,0.0918218328030722,0.023971272632479668,0.0,0.009554140127385492
7u9k_B,0.972727272726978,0.7333333333308889,0.9966666666663345,0.956521739126276,0.9739413680778587,0.8241590066621057,0.986687421798706,0.26338389358189823,0.7223889827728271,0.8301886916160583,0.026058631921815616
7uir_A,0.96268656716382,0.7142857142806123,0.9763779527555212,0.6249999999960938,0.9841269841265936,0.6486153533112851,0.9553571343421936,0.19838492085073328,0.7839106917381287,0.6666666865348816,0.015873015873009575
7ujp_B,0.981273408239333,0.8461538461473372,0.9881889763775638,0.7857142857086735,0.992094861659687,0.8055802128971028,0.9904009103775024,0.18607117316932842,0.8626892566680908,0.8148148059844971,0.007905138339917824
7ujt_A,0.96268656716382,0.7142857142806123,0.9763779527555212,0.6249999999960938,0.9841269841265936,0.6486153533112851,0.980282723903656,0.18035923258387346,0.7762378454208374,0.6666666865348816,0.015873015873009575
7upr_C,0.96644295301981,0.7894736842063713,0.9784946236555633,0.714285714282313,0.9855595667866479,0.7331159500881897,0.9548736214637756,0.20594633675555132,0.7816268801689148,0.7500000596046448,0.014440433212991178
7uux_A,0.9603399433425042,0.551724137929132,0.9969135802466059,0.941176470582699,0.9613095238092377,0.70366032761122,0.9897584319114685,0.23087447016253262,0.8822855949401855,0.6956521272659302,0.03869047619046468
7uxw_A,0.9219653179188088,0.23529411764636676,0.9967948717945524,0.8888888888790123,0.9228486646881535,0.43404533000807377,0.9769205451011658,0.26463257774947696,0.4555555582046509,0.3720930218696594,0.07715133531154982
7xdv_A,0.9646643109537227,0.9999999999923077,0.9629629629626063,0.5652173913018904,0.9999999999996154,0.7377556599908994,0.9938126802444458,0.18242846330752543,0.9409438371658325,0.7222222089767456,0.0
7xn2_A,0.9189189189182981,0.0,0.9251700680265816,0.0,0.9927007299262828,-0.023371005177630407,0.47976112365722656,0.06590945501475456,0.07209157198667526,0.0,0.007299270072987373
7y28_A,0.952083333333135,0.26666666666488886,0.9741935483868873,0.24999999999843753,0.9762931034480655,0.23346307108777128,0.8104121685028076,0.14771256634865837,0.31169524788856506,0.25806453824043274,0.02370689655171903
7y3s_A,0.9439834024894307,0.21739130434688092,0.9803921568625316,0.35714285714030614,0.9615384615382561,0.2510575516329647,0.8281440734863281,0.17258966117095814,0.19214117527008057,0.2702702581882477,0.03846153846153024
