id,Acc,PPV(Precision),NPV,TPR(Recall),TNR,MCC,ROC AUC,STD,PR AUC,F1,FPR
8a8d_A,0.9893899204241408,0.0,0.9893899204241408,0.0,0.999999999999732,0.0,0.25335121154785156,0.03041049391927479,0.008152668364346027,0.0,0.0
8skf_A,0.9798792756537265,0.0,0.9798792756537265,0.0,0.9999999999997947,0.0,0.4055441617965698,0.024896554983675313,0.017411507666110992,0.0,0.0
8aht_A,0.8857142857136532,0.9999999999956523,0.8632478632471254,0.5897435897420775,0.9999999999990099,0.713508860288537,0.9960650205612183,0.2780736823506189,0.9889392852783203,0.7419354915618896,0.0
8ibl_A,0.9694656488545919,0.0,0.9694656488545919,0.0,0.9999999999996063,0.0,0.468257874250412,0.026078715130898135,0.03317803516983986,0.0,0.0
7qzr_C,0.9714285714276463,0.0,0.9807692307682877,0.0,0.9902912621349609,-0.013664058598595586,0.9563106894493103,0.10211222100050353,0.2777777910232544,0.0,0.009708737864068244
8ibm_A,0.9694656488545919,0.0,0.9694656488545919,0.0,0.9999999999996063,0.0,0.5167322754859924,0.022460956671425537,0.03908822312951088,0.0,0.0
8e51_B,0.9368932038830404,0.9090909090867769,0.9402173913038369,0.6451612903204995,0.9885714285708638,0.7336446404007277,0.9784331917762756,0.23985682148755574,0.8537997007369995,0.7547169923782349,0.011428571428564899
7ug8_A,0.975683890577211,0.0,0.975683890577211,0.0,0.9999999999996885,0.0,0.7544782161712646,0.02041654864372916,0.07253631204366684,0.0,0.0
8cp0_A,0.9596541786740751,0.999999999990909,0.9583333333330482,0.43999999999824,0.9999999999996895,0.64935865795926,0.9926708340644836,0.14837004079108357,0.9208584427833557,0.6111111044883728,0.0
7ziy_A,0.9965870307163834,0.0,0.9965870307163834,0.0,0.9999999999996576,0.0,0.9760273694992065,0.010755873372542628,0.125,0.0,0.0
7zy3_A,0.9957805907168795,0.0,0.9957805907168795,0.0,0.9999999999995763,0.0,0.8898305296897888,0.03727402197254636,0.0357142873108387,0.0,0.0
7qql_C,0.9242424242421908,0.0,0.9242424242421908,0.0,0.9999999999997268,0.0,0.7284608483314514,0.011848941337395103,0.23953144252300262,0.0,0.0
7qqm_A,0.9443099273605462,0.0,0.9443099273605462,0.0,0.9999999999997436,0.0,0.8424749374389648,0.031909354678628224,0.34033137559890747,0.0,0.0
7qqn_A,0.9394673123484408,0.0,0.9394673123484408,0.0,0.9999999999997423,0.0,0.8329896926879883,0.013226643058723633,0.3230931758880615,0.0,0.0
7qtb_A,0.9775280898872744,0.0,0.9775280898872744,0.0,0.9999999999996169,0.0,0.8093869686126709,0.056558398492964575,0.13118089735507965,0.0,0.0
7quv_A,0.9438202247180406,0.8333333333194445,0.9518072289145159,0.5555555555493827,0.9874999999987656,0.6529739230790057,0.9736111164093018,0.19635946912074553,0.8389822840690613,0.6666667461395264,0.012499999999984374
7qxy_A,0.9471458773782353,0.99999999995,0.9469214437365293,0.07407407407379973,0.9999999999997758,0.2648439713598925,0.926008939743042,0.07293045271666382,0.6592593193054199,0.13793103396892548,0.0
7qxz_A,0.9471458773782353,0.99999999995,0.9469214437365293,0.07407407407379973,0.9999999999997758,0.2648439713598925,0.907905638217926,0.06928778911902111,0.5970628261566162,0.13793103396892548,0.0
7qy0_A,0.9512711864404765,0.499999999975,0.9531914893614993,0.04347826086937619,0.9977728285075729,0.13672835343379736,0.9117846488952637,0.0690521952939031,0.45949599146842957,0.08000000566244125,0.002227171492204404
7qy1_A,0.944798301485999,0.99999999995,0.944562899786579,0.07142857142831634,0.9999999999997743,0.25974752848909777,0.93473881483078,0.07380373432457855,0.6759850382804871,0.13333334028720856,0.0
7qy2_A,0.95116772823759,0.499999999975,0.9530916844347648,0.04347826086937619,0.9977678571426345,0.1367050587456467,0.9114906787872314,0.07108296162094552,0.46353086829185486,0.08000000566244125,0.002232142857142359
7qzr_D,0.9870410367168495,0.0,0.9870410367168495,0.0,0.9999999999997812,0.0,0.981582760810852,0.03460346665626149,0.4917658865451813,0.0,0.0
7r2m_D,0.9352517985609268,0.0,0.9352517985609268,0.0,0.9999999999997436,0.0,0.7798670530319214,0.00925736394035293,0.276269793510437,0.0,0.0
7r2t_A,0.9423076923074658,0.0,0.9423076923074658,0.0,0.999999999999745,0.0,0.8089392185211182,0.00653102491009445,0.2739158272743225,0.0,0.0
7r4j_A,0.9852941176467691,0.0,0.9852941176467691,0.0,0.9999999999997016,0.0,0.8659701347351074,0.03294667606108217,0.10227750241756439,0.0,0.0
7tea_E,0.9871794871782216,0.0,0.9871794871782216,0.0,0.9999999999987013,0.0,1.0,0.00847298895263895,1.0,0.0,0.0
7tha_A,0.9827586206888079,0.0,0.9827586206888079,0.0,0.9999999999991228,0.0,0.6293859481811523,0.03534928625843116,0.07412790507078171,0.0,0.0
7tho_A,0.9537444933918604,0.9545454545411158,0.953703703703483,0.5121951219499702,0.9975786924937052,0.6804422369806842,0.9949507117271423,0.17639359522291714,0.9485756754875183,0.6666666269302368,0.0024213075060526825
7tho_B,0.9828326180255402,0.0,0.984946236558928,0.0,0.9978213507623098,-0.005726855179024537,0.9184562563896179,0.0597163885211517,0.255224347114563,0.0,0.002178649237472292
7thw_A,0.9671052631572585,0.0,0.9671052631572585,0.0,0.9999999999993198,0.0,0.9401360750198364,0.04466518290525146,0.25596490502357483,0.0,0.0
7tow_H,0.9788135593216192,0.0,0.9788135593216192,0.0,0.9999999999995671,0.0,0.7294372320175171,0.00819454666369289,0.1401226818561554,0.0,0.0
7tow_L,0.9859813084107543,0.0,0.9859813084107543,0.0,0.9999999999995262,0.0,0.7646129727363586,0.005833225833768803,0.035405222326517105,0.0,0.0
7tpd_A,0.960612691465873,0.9583333333293403,0.9607390300228729,0.5749999999985624,0.9976019184649886,0.7254395898117594,0.9954736232757568,0.17734744601251926,0.9521549940109253,0.71875,0.0023980815347716075
7tpd_B,0.9699570815448563,0.0,0.9720430107524791,0.0,0.9977924944810159,-0.007855902752163722,0.9569536447525024,0.05142926947411752,0.4754355549812317,0.0,0.0022075055187633095
7tx9_A,0.9797297297290678,0.999999999975,0.9791666666659867,0.5714285714204081,0.9999999999992909,0.7480132415429964,0.9858155846595764,0.11103010690222877,0.8258503675460815,0.7272727489471436,0.0
