id,Acc,PPV(Precision),NPV,TPR(Recall),TNR,MCC,ROC AUC,STD,PR AUC,F1,FPR
7u73_A,0.9837209302323294,0.9999999999666667,0.9836065573768189,0.299999999997,0.999999999999762,0.5432144762550878,0.9555952548980713,0.051658150514272805,0.6822981834411621,0.46153849363327026,0.0
7x9i_A,0.9612403100767744,0.0,0.9612403100767744,0.0,0.9999999999991935,0.0,0.8661290407180786,0.03507067373187672,0.21037037670612335,0.0,0.0
8dde_A,0.9499999999994723,0.0,0.9499999999994723,0.0,0.9999999999994152,0.0,0.7927225232124329,0.013313630694121979,0.4848659038543701,0.0,0.0
7yz9_A,0.9441340782117631,0.0,0.9441340782117631,0.0,0.9999999999994084,0.0,0.8739644885063171,0.037414959964910004,0.450447142124176,0.0,0.0
7ubr_B,0.9721030042916369,0.9999999999833333,0.9717391304345714,0.3157894736825485,0.9999999999997763,0.5539539588795622,0.9694454073905945,0.08124339035654268,0.8090066313743591,0.47999998927116394,0.0
8pq7_A,0.9652777777774426,0.9999999999,0.9651567944247509,0.09090909090826446,0.9999999999996391,0.2962119625638003,0.8838201761245728,0.06087529696744797,0.6923367381095886,0.1666666716337204,0.0
7ww8_A,0.9147286821698336,0.0,0.9147286821698336,0.0,0.9999999999991526,0.0,0.9495377540588379,0.040030163651151654,0.800579309463501,0.0,0.0
8d3z_A,0.9849624060147908,0.33333333332777776,0.9949109414755738,0.4999999999875,0.9898734177212685,0.40099643981994176,0.8272151947021484,0.08912413977580484,0.3775062561035156,0.3636363744735718,0.010126582278478449
7yb8_A,0.9976689976687652,0.9999999999666667,0.9976525821593902,0.74999999998125,0.9999999999997647,0.8650083448265783,0.9994117617607117,0.05425092742610977,0.949999988079071,0.8571428656578064,0.0
7uf1_A,0.9860465116274484,0.74999999998125,0.9905213270137486,0.599999999988,0.9952380952376214,0.6639175432047538,0.9942857027053833,0.08993805857078942,0.6861904859542847,0.6666666865348816,0.004761904761902494
7u7d_A,0.9906976744183743,0.0,0.9976580796250591,0.0,0.9930069930067615,-0.004046858727135037,0.7902097702026367,0.05209945724289855,0.007407407276332378,0.0,0.006993006993005363
7un2_A,0.9784482758616473,0.24999999999375,0.9912280701750039,0.3333333333222222,0.9868995633183464,0.27793733766095513,0.9541484713554382,0.09919718938406893,0.3090277910232544,0.2857142686843872,0.013100436681216987
7uod_A,0.9744680851059684,0.199999999996,0.991304347825656,0.3333333333222222,0.9827586206892316,0.24590600870541524,0.9662356376647949,0.10008040629933967,0.2698412835597992,0.25,0.017241379310337396
7y1t_B,0.9826086956518891,0.14285714285510204,0.9999999999997041,0.9999999999,0.9825581395345981,0.3746537715077112,0.9883720874786377,0.09608305761282349,0.20000000298023224,0.25,0.01744186046511121
