id,predicted_binding_sites,Acc,PPV(Precision),NPV,TPR(Recall),TNR,MCC,ROC AUC,STD,PR AUC,F1,FPR
8fk8_A,,0.609756097560232,0.24999999999843753,0.696969696968641,0.16666666666597224,0.7931034482744946,-0.04618877564378178,0.46192529797554016,0.1645032364873555,0.2869828939437866,0.19512195885181427,0.2068965517237812
8i6o_B,,0.8648648648644753,0.499999999975,0.8681818181814236,0.03333333333322223,0.9947916666661486,0.10176007879498883,0.8346354365348816,0.11273632486917584,0.4421450197696686,0.0625,0.005208333333330621
8b03_B,,0.8426395939084156,0.8076923076892012,0.8451086956519442,0.26923076923042405,0.984177215189562,0.4067247060178372,0.8840271234512329,0.18455863086835078,0.671636164188385,0.4038461446762085,0.015822784810121577
8ctk_A,,0.5212765957444037,0.3679999999997056,0.8253968253955152,0.8070175438582333,0.3969465648851932,0.1986101989480977,0.6482523083686829,0.24056818315240633,0.4112432301044464,0.5054944753646851,0.6030534351140435
7u2k_C,,0.8113207547154503,0.8292682926809042,0.74999999999375,0.9189189189164353,0.5624999999964845,0.5280821103079703,0.9070945978164673,0.25176946800946826,0.9607321619987488,0.8717948794364929,0.4374999999972657
7zpd_A,,0.9024390243880428,0.9024390243880428,0.0,0.9999999999972973,0.0,0.0,0.8108108043670654,0.09147096700526376,0.9783591628074646,0.9487179517745972,0.999999999975
7fn6_B,,0.9199999999996934,0.16666666666597224,0.9855072463764546,0.49999999999375,0.9315068493147495,0.256250045395768,0.823630154132843,0.19233211996471788,0.39560797810554504,0.25,0.06849315068490805
7g83_A,,0.8659217877090135,0.6842105263121885,0.8874999999994454,0.4193548387083247,0.9594594594588113,0.4653730995472472,0.894943356513977,0.21437154662527125,0.6772834062576294,0.5199999809265137,0.040540540540513155
8tgy_C,,0.8314606741563692,0.43478260869376184,0.9696969696955005,0.8333333333263889,0.8311688311677518,0.5184376098806632,0.939393937587738,0.26059218233746667,0.8020880222320557,0.5714285373687744,0.16883116883094956
7zx4_A,,0.877777777777534,0.35999999999856,0.9164179104474877,0.2432432432425858,0.9504643962845355,0.23139632874381783,0.7180988788604736,0.18320485909539133,0.30946260690689087,0.29032260179519653,0.04953560371515495
7fku_B,,0.9199999999996934,0.1923076923069527,0.98905109489015,0.6249999999921875,0.9280821917805041,0.3167117230578764,0.869006872177124,0.19256606690336425,0.48346057534217834,0.29411765933036804,0.07191780821915346
7yiy_A,,0.8274231678485042,0.7682926829258923,0.8416422287387562,0.5384615384610782,0.9379084967317197,0.5390312749145771,0.8888609409332275,0.28055199752185345,0.773625373840332,0.6331658363342285,0.06209150326795357
7tuq_A,,0.887096774192833,0.36363636363305785,0.9380530973443026,0.36363636363305785,0.9380530973443026,0.3016894609814721,0.8668543696403503,0.18601982923497007,0.3822985291481018,0.3636363744735718,0.06194690265481244
7x63_H,,0.8372093023251921,0.8749999999978124,0.8285714285709551,0.5384615384607101,0.9666666666660223,0.5961491196787632,0.9200512766838074,0.25318783511892123,0.8614291548728943,0.6666666865348816,0.033333333333311115
5sub_A,,0.8059071729954406,0.12244897959158683,0.984042553190966,0.6666666666592592,0.811403508771574,0.22563338795587726,0.8450292348861694,0.24674887046873023,0.12444385886192322,0.2068965584039688,0.18859649122798747
8a23_B,,0.834862385320335,0.699999999993,0.8484848484839914,0.31818181818037194,0.9655172413782005,0.39446753440385557,0.7042842507362366,0.17162731455172814,0.534233808517456,0.4375,0.03448275862065002
7quy_A,,0.9545454545451834,0.9117647058796712,0.9591194968550444,0.7045454545438533,0.9902597402594188,0.7778784404622123,0.9570543169975281,0.20431845126182202,0.8735371232032776,0.7948717474937439,0.009740259740256578
8ass_A,,0.7179487179481043,0.5555555555545267,0.8571428571414966,0.7692307692287969,0.6923076923068047,0.4364357804719712,0.8091716170310974,0.2897898880093215,0.7648781538009644,0.6451612710952759,0.3076923076919132
8f8y_A,,0.9411764705880139,0.0,0.9456264775411476,0.0,0.9950248756216431,-0.01644734133857466,0.7209063172340393,0.09822153136194467,0.1357593983411789,0.0,0.004975124378108215
7yqk_O,,0.9333333333320889,0.8888888888790123,0.939393939392516,0.6666666666611111,0.984126984125422,0.7341942561119036,0.9497354626655579,0.1928457648199955,0.7854839563369751,0.761904776096344,0.015873015872990677
8ejc_C,,0.7758620689641795,0.8611111111087191,0.6363636363607439,0.7948717948697567,0.7368421052592798,0.5143094770645196,0.8333333134651184,0.2857181191623395,0.9252222180366516,0.8266665935516357,0.2631578947354571
7yi9_D,,0.8278688524583377,0.7027027027008035,0.8823529411754325,0.722222222220216,0.8720930232547999,0.589667269407366,0.8682170510292053,0.2761316703372321,0.8053109645843506,0.7123287916183472,0.1279069767440373
8bhe_B,,0.9082125603860347,0.7777777777748972,0.9277777777772624,0.6176470588217128,0.9653179190745866,0.6413378040087109,0.9518871307373047,0.259834119875201,0.8353917002677917,0.688524603843689,0.03468208092483545
8byd_A,,0.8347457627115108,0.4848484848470156,0.8916256157631076,0.42105263157783934,0.9141414141409525,0.35523496012227984,0.8601142764091492,0.22884284839323346,0.4990886151790619,0.4507042467594147,0.0858585858585425
8es7_Z,,0.6944444444425154,0.6944444444425154,0.0,0.9999999999960001,0.0,0.0,0.5163636207580566,0.06843550433779425,0.7252217531204224,0.8196721076965332,0.999999999990909
8fn8_A,,0.9124423963129437,0.22222222221975307,0.9423076923072393,0.14285714285612244,0.9655172413788348,0.13353212413368631,0.8435960412025452,0.15058559301163565,0.2140856236219406,0.17391304671764374,0.03448275862067267
8e14_A,,0.7249070631967566,0.5432098765425393,0.8031914893612749,0.5432098765425393,0.8031914893612749,0.3464013659049097,0.7483254671096802,0.22056124602241933,0.5704718828201294,0.5432098507881165,0.1968085106381932
8frd_A,,0.9241192411921615,0.05882352941141869,0.9659090909088165,0.0769230769224852,0.9550561797750127,0.02812349220960357,0.8558772802352905,0.16666801258735442,0.12398963421583176,0.06666666269302368,0.04494382022470648
8bci_A,,0.8032128514053,0.49999999999930556,0.9265536723158607,0.734693877549521,0.8199999999995901,0.4864223581218263,0.9095918536186218,0.32616396403560444,0.7441539168357849,0.5901639461517334,0.17999999999991
7wp8_G,,0.8672566371673741,0.9444444444391976,0.8526315789464709,0.5483870967724246,0.9878048780475758,0.6537474795870789,0.9583005309104919,0.2260912534771352,0.9065371751785278,0.6938775777816772,0.012195121951204639
8d7z_B,,0.8871391076113158,0.8749999999963542,0.8879551820725804,0.3442622950814028,0.9906249999996904,0.5054740321649922,0.927433431148529,0.18763407189832562,0.7663653492927551,0.4941176176071167,0.009374999999997071
7wq4_A,,0.764957264956938,0.7499999999973215,0.7669902912617637,0.30434782608651545,0.9575757575751773,0.36798362708985527,0.7837944626808167,0.2119242897136428,0.6703953742980957,0.4329897165298462,0.04242424242421672
8iul_A,,0.8534482758617011,0.9687499999969726,0.8349999999995825,0.48437499999924316,0.9940476190470274,0.6201065876601495,0.942987322807312,0.20834785577089343,0.890388011932373,0.6458333134651184,0.00595238095237741
8i0q_A,,0.8842975206609135,0.8695652173875237,0.8852941176467984,0.33898305084688307,0.9901315789470427,0.4984327944651267,0.831261157989502,0.15827846440695761,0.6290259957313538,0.4878048300743103,0.009868421052628333
7fna_B,,0.8833333333330389,0.11428571428538775,0.9849056603769869,0.49999999999375,0.8938356164380501,0.19764892153967734,0.8345462083816528,0.20456849861184218,0.44484570622444153,0.1860465109348297,0.10616438356160748
7xp5_B,,0.7426035502956383,0.7749999999980625,0.7382550335567992,0.2844036697245097,0.9606986899559125,0.35468298499228046,0.8246665000915527,0.20863804209105474,0.6815891265869141,0.4161073863506317,0.039301310043650964
8flr_B,,0.7307692307690146,0.8571428571408163,0.712837837837597,0.2975206611567789,0.9723502304142985,0.39220045682423205,0.8444795608520508,0.21874840906585535,0.7514635324478149,0.44171780347824097,0.027649769585240715
7fm3_B,,0.9033333333330322,0.16129032258012488,0.9888475836427552,0.6249999999921875,0.9109589041092772,0.283668376251205,0.8893407583236694,0.19631811215326092,0.5446814298629761,0.25641024112701416,0.08904109589038046
8gv2_B,,0.9056603773580634,0.7619047619029478,0.9411764705876817,0.7619047619029478,0.9411764705876817,0.7030812324929874,0.9564425945281982,0.2792285095771426,0.8724404573440552,0.761904776096344,0.05882352941173011
7ydm_A,,0.8247863247859724,0.7551020408147855,0.8432432432427875,0.5606060606052112,0.9285714285708759,0.5410148276317812,0.8388347625732422,0.22550199749642172,0.7499011158943176,0.6434782147407532,0.07142857142852892
8oik_A,,0.7939393939389128,0.7424242424231176,0.8282828282819916,0.7424242424231176,0.8282828282819916,0.570707070707062,0.8816192150115967,0.32349628592404556,0.8295353651046753,0.7424242496490479,0.17171717171699827
7x2d_D,,0.9107142857126594,0.9268292682904223,0.8666666666608889,0.949999999997625,0.812499999994922,0.7778435899371487,0.917187511920929,0.24291906353469134,0.9665514826774597,0.9382715821266174,0.18749999999882816
7x96_H,,0.89999999999925,0.8399999999966401,0.9157894736832465,0.7241379310319858,0.9560439560429054,0.7169897561642742,0.924024224281311,0.2536735611573506,0.8479824066162109,0.7777777314186096,0.04395604395599565
7x9a_A,,0.8511627906972786,0.9999999999941177,0.838383838383415,0.34693877550949603,0.9999999999993977,0.539321668669471,0.8865256905555725,0.2041382060574498,0.7888113260269165,0.5151515007019043,0.0
8hix_R,,0.6042402826852988,0.20437956204364646,0.9794520547938498,0.9032258064486993,0.5674603174600923,0.2941547062042163,0.759536623954773,0.2788291884597406,0.20889289677143097,0.3333333432674408,0.4325396825395109
8hit_A,,0.8559322033891051,0.9999999999941177,0.8316831683160082,0.4999999999985294,0.9999999999988095,0.6448578015022988,0.9770658016204834,0.24747718431793125,0.9432451725006104,0.6666666865348816,0.0
8osl_D,,0.626373626372938,0.0,0.626373626372938,0.0,0.9999999999982456,0.0,0.692208468914032,0.025396811736870563,0.5638899803161621,0.0,0.0
8bmp_C,,0.6982248520705928,0.5688073394490194,0.9333333333317777,0.939393939392516,0.5436893203878217,0.49251979968039405,0.8321565389633179,0.27495440821896633,0.7561588287353516,0.7085714340209961,0.45631067961120747
7txt_D,,0.9099099099090902,0.8333333333298611,0.9310344827575505,0.7692307692278108,0.9529411764694671,0.742970384994296,0.9730769395828247,0.28037919070696127,0.9032411575317383,0.800000011920929,0.0470588235293564
7y15_A,,0.7889908256877115,0.9999999999933333,0.7733990147779441,0.24590163934385917,0.9999999999993632,0.43609641778077063,0.916727602481842,0.1996049794059789,0.8393552899360657,0.3947368562221527,0.0
7wiy_B,,0.8441176470585753,0.5254237288126687,0.9110320284694268,0.5535714285704401,0.901408450703908,0.44562157461002955,0.8287537693977356,0.26073968441660744,0.6087900400161743,0.539130449295044,0.09859154929573993
8g1q_B,,0.6904761904753685,0.827586206893698,0.6181818181806942,0.5333333333321482,0.8717948717926364,0.4249625864750015,0.7723646759986877,0.21725951912804614,0.8086811304092407,0.6486486792564392,0.12820512820479946
7u2v_A,,0.7105263157888504,0.8030303030290863,0.583333333332118,0.7260273972592795,0.682926829266627,0.3974984805855804,0.7758102416992188,0.22364787309076303,0.8604422211647034,0.7625899314880371,0.31707317073093394
7z03_A,,0.8818897637792961,0.7222222222208847,0.9082568807336673,0.5652173913035287,0.9519230769227719,0.5710046046314826,0.9341787695884705,0.22953667841654363,0.7902405261993408,0.6341463327407837,0.04807692307690767
7tyw_E,,0.796296296295559,0.5384615384594675,0.8780487804867341,0.5833333333309029,0.8571428571418367,0.42832566883717355,0.8439980149269104,0.27414924367115995,0.487856924533844,0.559999942779541,0.1428571428569728
8gy3_A,,0.7909090909089111,0.02083333333328993,0.8852040816324273,0.021739130434735347,0.8807106598982537,-0.09573959406064368,0.7439306974411011,0.22006533620779187,0.17340809106826782,0.021276595070958138,0.11928934010149257
7znm_A,,0.913793103447882,0.47999999999808,0.9661835748787604,0.631578947365097,0.938967136149794,0.5045476104171783,0.9345194101333618,0.21040598786231746,0.6900696754455566,0.5454545021057129,0.06103286384973661
7wkq_A,,0.8436213991766076,0.5081967213106423,0.9560439560434308,0.7948717948697567,0.8529411764701702,0.5483986985903743,0.9034062623977661,0.30407286916841136,0.7484248876571655,0.6200000047683716,0.1470588235293397
8ese_Z,,0.830601092895721,0.32432432432344777,0.9589041095883843,0.666666666662963,0.8484848484843344,0.38197585900741643,0.8764309883117676,0.24370304376906068,0.5810673832893372,0.4363636076450348,0.1515151515150597
8ef6_R,,0.5331010452959816,0.16279069767429244,0.8354430379741549,0.4468085106373472,0.5499999999997709,-0.0023742396437268355,0.5056737661361694,0.26768979303786417,0.16928839683532715,0.23863635957241058,0.44999999999981255
7uze_D,,0.7764227642273267,0.6538461538453155,0.8333333333328373,0.6455696202523473,0.8383233532929113,0.4855334496223461,0.8451451659202576,0.2884781478068498,0.7287086248397827,0.6455696225166321,0.16167664670649
7xfm_D,,0.8021978021969206,0.8873239436607221,0.49999999999750006,0.8630136986289547,0.5555555555524692,0.4026436317971874,0.7808219194412231,0.21404739242206672,0.9397228956222534,0.875,0.44444444444197534
8oep_A,,0.5161290322575095,0.03703703703689987,0.7121212121201331,0.04999999999975,0.6438356164374742,-0.2771259822138274,0.4130136966705322,0.2863733048059295,0.18039347231388092,0.042553190141916275,0.35616438356115593
